detail_id,selected_spin_case,selected_region,cluster_id,selected_C13,electron_photon_delta,electron_photon_region_offset,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
Tx_aligned_cluster_2,Tx,aligned,2,8.5222133330166905e-01,1.9634954084936229e-01,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,k,2.2244176384674761e+00,-1.5729007963499340e+00,-1.5729007963499337e+00,-2.9513459707981364e-06,2.2244176384674761e+00,-2.3561944901923448e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,1.7500000000000000e+00,4.1233403578366037e+00,6.8590099240366786e+00,3.7485532102409114e-01,-2.2125370374214945e+00,1.2318586673680523e+01,8.8669086052128354e-01
Tx_aligned_cluster_2,Tx,aligned,2,8.5222133330166905e-01,1.9634954084936229e-01,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,p,2.4140997970931570e+00,1.5729007963499340e+00,1.5729007963499337e+00,2.9513459707981364e-06,2.2244176384674761e+00,7.8539816339744828e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,1.7500000000000000e+00,4.1233403578366037e+00,6.8590099240366786e+00,3.7485532102409114e-01,-2.2125370374214945e+00,1.2318586673680523e+01,8.8669086052128354e-01
Tx_aligned_cluster_2,Tx,aligned,2,8.5222133330166905e-01,1.9634954084936229e-01,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,kp,9.9140053412430973e-01,9.7224790778430381e-01,-1.9393046400968195e-01,0.0000000000000000e+00,9.9140053412430973e-01,-1.9688210777877438e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,1.7500000000000000e+00,4.1233403578366037e+00,6.8590099240366786e+00,3.7485532102409114e-01,-2.2125370374214945e+00,1.2318586673680523e+01,8.8669086052128354e-01
Tx_aligned_cluster_2,Tx,aligned,2,8.5222133330166905e-01,1.9634954084936229e-01,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,pp,1.8971169014357798e+00,0.0000000000000000e+00,1.6490022855391362e+00,0.0000000000000000e+00,1.6490022855391362e+00,1.5707963267948966e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,1.7500000000000000e+00,4.1233403578366037e+00,6.8590099240366786e+00,3.7485532102409114e-01,-2.2125370374214945e+00,1.2318586673680523e+01,8.8669086052128354e-01
Tx_aligned_cluster_2,Tx,aligned,2,8.5222133330166905e-01,1.9634954084936229e-01,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,qout,1.7500000000000000e+00,-9.7224790778430381e-01,-1.4550718215294542e+00,0.0000000000000000e+00,1.7500000000000000e+00,-2.1598449493429830e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,7.8539816339744828e-01,1.7500000000000000e+00,4.1233403578366037e+00,6.8590099240366786e+00,3.7485532102409114e-01,-2.2125370374214945e+00,1.2318586673680523e+01,8.8669086052128354e-01
Tx_opposite_cluster_0,Tx,opposite,0,6.3321377272666651e-02,2.9452431127404317e+00,1.9634954084936140e-01,mid_s_low_theta_in_high_Egamma,k,2.2244176384674761e+00,-1.5729007963499335e+00,1.5729007963499342e+00,-2.9513459707981364e-06,2.2244176384674761e+00,2.3561944901923448e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01
Tx_opposite_cluster_0,Tx,opposite,0,6.3321377272666651e-02,2.9452431127404317e+00,1.9634954084936140e-01,mid_s_low_theta_in_high_Egamma,p,2.4140997970931570e+00,1.5729007963499335e+00,-1.5729007963499342e+00,2.9513459707981364e-06,2.2244176384674761e+00,-7.8539816339744850e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01
Tx_opposite_cluster_0,Tx,opposite,0,6.3321377272666651e-02,2.9452431127404317e+00,1.9634954084936140e-01,mid_s_low_theta_in_high_Egamma,kp,9.9140053412430917e-01,-9.7224790778430326e-01,-1.9393046400968172e-01,0.0000000000000000e+00,9.9140053412430917e-01,-2.9447105458110188e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01
Tx_opposite_cluster_0,Tx,opposite,0,6.3321377272666651e-02,2.9452431127404317e+00,1.9634954084936140e-01,mid_s_low_theta_in_high_Egamma,pp,1.8971169014357798e+00,0.0000000000000000e+00,1.6490022855391362e+00,0.0000000000000000e+00,1.6490022855391362e+00,1.5707963267948966e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01
Tx_opposite_cluster_0,Tx,opposite,0,6.3321377272666651e-02,2.9452431127404317e+00,1.9634954084936140e-01,mid_s_low_theta_in_high_Egamma,qout,1.7500000000000000e+00,9.7224790778430326e-01,-1.4550718215294545e+00,0.0000000000000000e+00,1.7499999999999998e+00,-9.8174770424681079e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,5.4977871437821380e+00,1.7500000000000000e+00,5.3014376029327757e+00,1.9621454155320870e+00,1.4641905838401603e-01,-1.2587405069850968e+01,1.2318586673680528e+01,6.4939368526907437e-01
Tx_opposite_cluster_1,Tx,opposite,1,6.3321375422139725e-02,2.9452431127404308e+00,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,k,2.2244176384674761e+00,1.5729007963499342e+00,1.5729007963499337e+00,-2.9513459707981364e-06,2.2244176384674761e+00,7.8539816339744817e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01
Tx_opposite_cluster_1,Tx,opposite,1,6.3321375422139725e-02,2.9452431127404308e+00,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,p,2.4140997970931570e+00,-1.5729007963499342e+00,-1.5729007963499337e+00,2.9513459707981364e-06,2.2244176384674761e+00,-2.3561944901923453e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01
Tx_opposite_cluster_1,Tx,opposite,1,6.3321375422139725e-02,2.9452431127404308e+00,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,kp,9.9140053412430973e-01,9.7224790778430381e-01,-1.9393046400968195e-01,0.0000000000000000e+00,9.9140053412430973e-01,-1.9688210777877438e-01,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01
Tx_opposite_cluster_1,Tx,opposite,1,6.3321375422139725e-02,2.9452431127404308e+00,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,pp,1.8971169014357798e+00,0.0000000000000000e+00,1.6490022855391362e+00,0.0000000000000000e+00,1.6490022855391362e+00,1.5707963267948966e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01
Tx_opposite_cluster_1,Tx,opposite,1,6.3321375422139725e-02,2.9452431127404308e+00,1.9634954084936229e-01,mid_s_low_theta_in_high_Egamma,qout,1.7500000000000000e+00,-9.7224790778430381e-01,-1.4550718215294542e+00,0.0000000000000000e+00,1.7500000000000000e+00,-2.1598449493429830e+00,2.1515843999999991e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.6490022855391362e+00,1.5707949999999999e+00,3.9269908169872414e+00,1.7500000000000000e+00,4.1233403578366037e+00,1.9621454155320874e+00,1.4641905838401612e-01,-1.2587405069850966e+01,1.2318586673680523e+01,6.4939368526907426e-01
Tx_opposite_cluster_2,Tx,opposite,2,4.9227817971401820e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,k,1.9409274622587749e+00,1.9409274622570665e+00,-2.3769506040303116e-16,-2.5752126517462172e-06,1.9409274622587749e+00,-1.2246467991473532e-16,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01
Tx_opposite_cluster_2,Tx,opposite,2,4.9227817971401820e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,p,2.1557002142576058e+00,-1.9409274622570665e+00,2.3769506040303116e-16,2.5752126517462172e-06,1.9409274622587749e+00,3.1415926535897931e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01
Tx_opposite_cluster_2,Tx,opposite,2,4.9227817971401820e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,kp,1.6119931362531075e+00,1.2259816005040380e+00,-1.0466570529799561e+00,0.0000000000000000e+00,1.6119931362531075e+00,-7.0665543632089911e-01,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01
Tx_opposite_cluster_2,Tx,opposite,2,4.9227817971401820e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,pp,1.2346345402638241e+00,0.0000000000000000e+00,8.0279415045979530e-01,0.0000000000000000e+00,8.0279415045979530e-01,1.5707963267948966e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01
Tx_opposite_cluster_2,Tx,opposite,2,4.9227817971401820e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,qout,1.2500000000000000e+00,-1.2259816005040380e+00,2.4386290252016077e-01,0.0000000000000000e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,3.1415926535897931e+00,1.2500000000000000e+00,2.9452431127404308e+00,1.4984407809722957e+00,3.5732600510676249e-01,-3.5633158859531329e+00,3.5748869273421571e+00,2.6369941406312497e-01
Tx_opposite_cluster_3,Tx,opposite,3,4.9227809448173614e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,k,1.9409274622587749e+00,-1.9409274622570665e+00,-0.0000000000000000e+00,-2.5752126517462172e-06,1.9409274622587749e+00,-3.1415926535897931e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01
Tx_opposite_cluster_3,Tx,opposite,3,4.9227809448173614e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,p,2.1557002142576058e+00,1.9409274622570665e+00,0.0000000000000000e+00,2.5752126517462172e-06,1.9409274622587749e+00,0.0000000000000000e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01
Tx_opposite_cluster_3,Tx,opposite,3,4.9227809448173614e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,kp,1.6119931362531073e+00,-1.2259816005040380e+00,-1.0466570529799557e+00,0.0000000000000000e+00,1.6119931362531073e+00,-2.4349372172688941e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01
Tx_opposite_cluster_3,Tx,opposite,3,4.9227809448173614e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,pp,1.2346345402638241e+00,0.0000000000000000e+00,8.0279415045979530e-01,0.0000000000000000e+00,8.0279415045979530e-01,1.5707963267948966e+00,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01
Tx_opposite_cluster_3,Tx,opposite,3,4.9227809448173614e-02,2.9452431127404308e+00,1.9634954084936229e-01,low_s_low_theta_in_mid_Egamma,qout,1.2500000000000000e+00,1.2259816005040380e+00,2.4386290252016030e-01,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936204e-01,1.6782358319999997e+01,4.0966276765163805e+00,1.9409274622587749e+00,8.0279415045979530e-01,1.5707949999999999e+00,0.0000000000000000e+00,1.2500000000000000e+00,1.9634954084936207e-01,1.4984407809722953e+00,3.5732600510676227e-01,-3.5633158859531333e+00,3.5748869273421597e+00,2.6369941406312503e-01
